no,judul,sumber,tanggal,snippet,deskripsi,jumlah_kata,link,thumbnail,ikon_sumber,cluster_topik,status_fetch,waktu_scrape
1,"Soal Makan Bergizi Gratis, Marinus Gea Minta BGN Tak Rangkap Jadi Regulator, Pelaksana, dan Pengawas",mpr.go.id,"06/23/2026, 05:40 AM, +0000 UTC",,,0,https://www.mpr.go.id/berita/marinus-gea-dorong-check-and-balance-program-makan-bergizi-gratis,https://www.mpr.go.id/img/blog-image/6a3a1c6b2a02e.jpg,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.mpr.go.id&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,error,2026-06-23 07:37:15
2,"Libur Sekolah, Wabup Batang Evaluasi Perizinan dan Sanitasi Program MBG",Pemerintah Kabupaten Batang,"06/23/2026, 07:28 AM, +0000 UTC",,"Batang – Masa libur sekolah menjadi momentum krusial bagi Pemerintah Kabupaten Batang untuk membenahi karut-marut pelaksanaan Program Makan Bergizi Gratis (MBG). Satgas MBG Kabupaten Batang membidik evaluasi total terhadap operasional Satuan Pelayanan Pemenuhan Gizi (SPPG), mulai dari masalah perizinan, standar sanitasi, hingga penghentian operasional belasan unit SPPG. Wakil Bupati Batang sekaligus Ketua Satgas MBG Kabupaten Batang Suyono mengonfirmasi bahwa seluruh distribusi makanan bergizi ke sekolah-sekolah dihentikan sementara selama masa liburan. “Mulai hari ini kan tidak beroperasi karena hari libur sekolah anak-anak. Berarti sepanjang libur ini tidak ada pengiriman MBG untuk anak-anak didik,” katanya saat ditemui di Kantornya, Selasa (23/6/2026). Kekosongan aktivitas ini dinilai sebagai waktu yang tepat untuk memanggil para koordinator wilayah (Korwil) SPPG guna merespons dinamika yang berkembang di tengah masyarakat. “Ya tentu saya akan evaluasi sebagai Kasatgas. Nanti akan memang mengundang Korwil SPPG itu, saya ajak bicara apa yang harus dilakukan di tengah-tengah gejolak masyarakat yang seperti ini,” jelasnya. Evaluasi mendalam akan menyasar kepatuhan terhadap petunjuk teknis (juknis), kesiapan sarana prasarana, serta legalitas operasional SPPG yang sudah berjalan maupun yang sedang dibangun. Suyono menegaskan, pemda tidak akan menoleransi kehadiran unit baru yang nekat beroperasi tanpa memenuhi standar regulasi pusat. “Usahakan jangan ada penambahan yang baru yang tidak sesuai dengan juknisnya juga harus dievaluasi, sehingga tidak terjadi hal-hal yang sifatnya tidak sesuai dengan aturan,” tegasnya. Terkait kelengkapan syarat administrasi dan pemenuhan standar sanitasi, Satgas mengaku masih mengompilasi data dari instansi terkait. Ada kiriman dari Dinas Kesehatan, tapi saya belum baca secara keseluruhan. “Langkah evaluasi ini kian mendesak setelah Satgas MBG mengonfirmasi adanya 11 unit SPPG yang saat ini mogok alias tidak beroperasi dari total sekitar 97 SPPG yang tersebar di Kabupaten Batang,” ungkapnya. Suyono juga menyebutkan, penyebab utama mandeknya belasan unit tersebut menjadi salah satu agenda prioritas yang akan dibongkar selama masa libur sekolah ini. “Melalui perbaikan menyeluruh ini, Pemkab Batang menargetkan Program Makan Bergizi Gratis dapat bergulir lebih tertib, higienis, dan siap memberikan manfaat optimal begitu para siswa kembali masuk sekolah,” pungkasnya. (MC Batang, Jateng/Edo/Jumadi)",327,https://berita.batangkab.go.id/detail/15488/libur-sekolah-wabup-batang-evaluasi-perizinan-dan-sanitasi-program-mbg,https://berita.batangkab.go.id/storage/berita/15488-16345-libur-sekolah-wabup-batang-evaluasi-perizinan-dan-sanitasi-program-mbg.jpeg,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://berita.batangkab.go.id&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,berhasil,2026-06-23 07:37:15
3,"MBG dikorup, mengapa Presiden Prabowo tetap pertahankan?",BBC,"06/22/2026, 12:45 AM, +0000 UTC",,"Badan Gizi Nasional (BGN) merevisi sejumlah kebijakan setelah kasus korupsi menyeret para petingginya. Dari langkah-langkah yang diambil, penghentian sementara tidak masuk daftar. Apakah strategi BGN akan membuahkan hasil? Lalu, mengapa Presiden Prabowo Subianto tak memutuskan untuk menyetop makan bergizi gratis (MBG), seperti yang diminta sebagian masyarakat? Menurut BGN, tujuan besar dari langkah-langkah ini adalah ""penataan kembali"" ( refocusing ) program MBG. Belakangan, mereka melontarkan bermacam rencana untuk perbaikan kebijakan secara keseluruhan. Selama masa libur sekolah, misalnya, BGN berujar bahwa MBG tidak dikirim. Insentif untuk Satuan Pelayanan Pemenuhan Gizi (SPPG), atau dapur MBG, pun dihentikan. Selain itu, target penerima manfaat MBG akan dikoreksi. BGN mencontohkan sedang mempertimbangkan mencabut kelompok siswa Sekolah Menengah Atas (SMA) dari cakupan penerima MBG. ""Jadi, fokusnya bukan lagi kepada kuantitas, tapi kepada kualitas. Selain kualitas SPPG, ke depan juga diharapkan ada perbaikan dari segi efisiensi,"" papar Kepala Badan Komunikasi Pemerintah (Bakom) Republik Indonesia, Muhammad Qodari, di Jakarta, Rabu (17/06). Demo menolak MBG, beberapa waktu terakhir, mencuat ke permukaan, dimotori dari elemen mahasiswa sampai perempuan. Minggu kemarin, aliansi sipil menggeruduk serta 'menyegel' kantor BGN. Tuntutannya: setop MBG. Aksi tersebut terjadi tak lama usai Kejaksaan Agung (Kejagung) meringkus petinggi BGN, dari Dadan Hindayana, Sony Sonjaya, serta Lodewyk Pusung, dalam kasus dugaan korupsi tata kelola program MBG. Keputusan untuk merevisi taktik maupun implementasi MBG diakui Ketua CISDI, Diah Satyani Saminarsih, ""lebih baik terlambat daripada tidak sama sekali."" Meskipun, sebetulnya, andai BGN—atau pemerintah—mendengarkan masukan banyak pihak sejak awal, kerusakannya tak akan separah ini. ""Sekarang, mungkin, karena ada tuduhan korupsi dan lain sebagainya, jadi menunjukkan usaha-usaha, upaya-upaya, yang baik,"" tegasnya. ""Saya hanya berharap bahwa ini tidak terlambat. Dalam arti, mau diapain juga sudah keburu [kejadian]. Ada sentimen yang amat sangat negatif sehingga susah untuk memperbaiki."" Diah menyatakan serangkaian 'pembaruan' kebijakan MBG, pada prinsipnya, tak menyentuh akar masalah. Di tengah tekanan agar MBG diputus, pemerintah berkukuh melanjutkannya. Jawaban sehubungan ini, menurut peneliti dari Indikator Politik Indonesia, Bawono Kumoro, amat terikat dengan kalkulasi politik. ""Kalau MBG ini tidak berlanjut, dia [Prabowo] enggak punya medium untuk menjaga potensi suara,"" jelasnya. ""Bicara kebijakan yang populis, memang ada banyak. Tapi, yang muncul setiap hari, yang daily , itu cuma MBG. Jadi, potensi suara [untuk 2029] itu terjaga."" Liputan mendalam BBC News Indonesia langsung di WhatsApp Anda. Kasus dugaan korupsi yang menyeret elite-elite BGN berbuah perubahan dalam beberapa aspek kebijakan makan bergizi gratis. Wakil Kepala BGN, Agustina Arumsari, mengatakan program MBG tidak bakal dibagikan sepanjang periode libur sekolah. Di masa itu, BGN berfokus pada penataan serta standarisasi tata kelola. Ketiadaan MBG tersebut turut memengaruhi pemberian insentif kepada SPPG. Sebab tidak ada kegiatan MBG, maka ""seluruh SPPG yang tidak beroperasi tidak akan mendapat insentif,"" imbuh Agustina. Insentif yang dialokasikan untuk satu SPPG per harinya ialah Rp6 juta. Dengan meniadakan MBG pada momen libur panjang sekolah, anggaran yang dihemat bisa menyentuh Rp3 triliun—berdasarkan penghitungan total SPPG, durasi libur, serta insentif. Soal insentif ini, BGN mengaku sedang mengutak-atik ulang besarannya. Agustina menegaskan tidak menutup kemungkinan insentif yang dikirim berkurang. ""Kami harap nanti insentifnya tidak fixed Rp6 juta semua. Kalau dulu bahwa penerima manfaatnya 1.500 [orang] pun insentifnya Rp6 juta, 500 [orang] pun Rp6 juta,"" terangnya. Ekspektasinya, insentif BGN mampu mendorong dapur-dapur MBG untuk menghasilkan makanan berkualitas dengan standar keamanan yang komprehensif, berapa pun angkanya. Di luar insentif, BGN memastikan bakal menghapus SPPG yang tak memenuhi kelayakan serta berkomitmen tidak menarik SPPG tambahan. ""Yang pertama adalah moratorium terhadap pembangunan SPPG baru karena SPPG yang sudah ada dirasakan mungkin sudah mencukupi dan akan ditata ulang. Jadi, fokus kepada SPPG yang sudah operasional,"" ucap Kepala Bakom RI, Muhammad Qodari. Topik yang tengah disasar BGN tak berhenti di SPPG. Penerima manfaat MBG tak luput dari evaluasi, ungkap Agustina. BGN menginformasikan penerima manfaat MBG ditargetkan kepada kelompok yang dinilai paling membutuhkan intervensi gizi, di antaranya ibu hamil dan menyusui, balita, sampai anak usia dini. Wacana ini dirumuskan berlandaskan hasil diskusi bersama Kementerian Kesehatan yang menggarisbawahi kalau intervensi gizi sebaiknya ditempuh dalam masa 1.000 hari pertama kehidupan (HPK), bertepatan otak manusia yang berkembang maksimal. Dari situ, demi memprioritaskan kelompok yang dianggap memerlukan, BGN mewacanakan pencoretan anak-anak SMA sebagai penerima manfaat MBG. Dengan tidak disertakannya SMA, pemerintah memproyeksikan bisa mengurangi sekitar delapan juta orang. Di lain sisi, BGN sedang menyusun mekanisme klasterisasi dapur MBG, dengan lebih memperhatikan situasi daerah masing-masing, terutama yang masuk kategori tertinggal, terdepan, dan terluar (3T). Agustina berpendapat bahwa sejauh ini skema yang diberlakukan sama belaka, baik dapur-dapur di area padat penduduk—Jawa, ambil contoh—dengan yang jauh dari akses dasar. Padahal, sambung Agustina, keadaan keduanya berbeda. ""Salah satu opsi yang akan diambil memang seperti itu, yakni klasterisasi dapur. Karena memang kalau kita mengacu pada daerah-daerah 3T, jumlah penduduknya tidak sebanyak di Jawa,"" tandas Agustina, Kamis (18/06). Menambahkan keterangan BGN, Menteri Koordinator (Menko) Pangan, Zulkifli Hasan, menuturkan banyak sekolah-sekolah di kawasan 3T yang belum terjangkau MBG. ""Ini akan ditata lebih lanjut karena kami akan fokus kepada yang terlambat. Ini sangat terlambat di 3T,"" tukasnya . Agustina memprediksi refocusing kebijakan MBG bakal menghabiskan waktu satu hingga tiga bulan ke depan. Momentum libur panjang sekolah diyakininya menjadi permulaan. ""Sehingga nanti, mudah-mudahan, ketika anak-anak sudah masuk sekolah, kita sudah lebih baik kondisi di lapangan. Lebih rapi,"" tegasnya. Saat ini, publik berada dalam kondisi memendam kecewa—bahkan amarah—dengan jalannya program makan bergizi gratis (MBG), ungkap Ketua Center for Indonesia's Strategic Development Initiatives (CISDI), organisasi think tank kebijakan kesehatan, Diah Satyani Saminarsih. Pangkalnya ada dua: kasus keracunan serta dugaan korupsi. Menurut Diah, jika pemerintah—diwakili Badan Gizi Nasional (BGN)—hendak memperbaiki MBG, maka sifatnya ""harus amat drastis dan memperkuat pesan yang mau disampaikan."" ""Bukan sekadar meredam amarah publik saja baru kemudian berupaya melakukan sesuatu,"" tuturnya kepada BBC News Indonesia, Kamis (18/06). Alih-alih cuma meluruskan yang tampak bengkok di permukaan, pemerintah semestinya menghentikan sementara (moratorium) semua kegiatan MBG, imbuh Diah. Dengan moratorium, pemerintah dapat memusatkan perhatian terhadap perombakan tata kelola. Membahas tata kelola, setidaknya berpedoman di sepasang kualifikasi: operasional dan desain program. Untuk desain program, misalnya, pemerintah dapat membandingkan dengan negara-negara lain yang punya kebijakan serupa. Setelahnya baru dituangkan ke dalam studi serta naskah akademik. Kemudian di aspek operasional, hubungannya ialah dengan urusan teknis—penerapan di lapangan. Sejauh mana, contohnya, MBG memberdayakan kantin-kantin di sekolah. Atau bagaimana memastikan standar keamanan pangan tidak satu pun dilupakan. ""Moratorium itu membuka kembali space untuk mendesain ulang, memikirkan ulang, dan mengarahkan ulang bagaimana BGN atau MBG ini dijalankan,"" terang Diah. Setiap kebijakan publik, apalagi yang berpredikat prioritas, idealnya menggabungkan pendekatan politik, teknokratik, dan birokratik, Diah memaparkan. Ketiganya mesti berjalan berdampingan. Pendekatan politik cenderung merepresentasikan ambisi penguasa. Lalu teknokratik menggambarkan fondasi sebuah program yang berbasis bukti maupun data. Sedangkan birokratik serupa mesin yang menggerakkan motor kebijakan. Program MBG sendiri, Diah menekankan, tidak mengaplikasikan ketiganya. Dalam korelasinya dengan target penerima, contohnya, angka puluhan juta anak untuk diselesaikan hanya beberapa bulan ""sangatlah tidak realistis,"" tandas Diah. Keputusan itu dipilih seperti tanpa dasar ilmiah yang mumpuni. Pemerintah terkesan kejar setoran dan menihilkan tahapan persiapan pelaksanaan. Diah membandingkannya dengan Program Keluarga Harapan (PKH)—bantuan layanan sosial primer kepada kelompok miskin—yang dinilainya memerlukan ""waktu enam tahun"" supaya mencapai ""jutaan penerima manfaat."" Sepanjang kurun enam tahun tersebut, pemerintah membangun kantor-kantor di tingkat kabupaten dan kecamatan, juga desentralisasi dalam pengaturan. "" Nah , konteks ini yang hilang sama sekali dari MBG,"" ucap Diah. ""Sejak awal cuma mau kasih makan, dan langsung puluhan juta [penerima]. Tidak mau beranjak dari situ."" Kebijakan MBG, sepengamatan Diah, berisiko menggeser prioritas kesehatan lainnya sehingga ""menjadi tertinggal dan underfunded ."" Publik masih memerlukan imunisasi, pengendalian tuberkulosis, sampai penanganan kesehatan mental. Apabila MBG dibiarkan bergulir tanpa perbaikan yang esensial, ancaman justru mengintai urusan khalayak. ""Jadi, [pendanaan] kesehatan untuk orang banyak akhirnya semakin tidak lagi terjaga dengan baik. Padahal, seharusnya, dia bisa menjadi kesempatan untuk memberikan layanan berkualitas yang terjangkau ke banyak orang,"" papar Diah. ""Pada akhirnya, kalau menurut saya, [MBG] mungkin terlalu besar keinginan politiknya."" Untuk mengetahui alasan di balik keteguhan Presiden Prabowo Subianto meneruskan program makan bergizi gratis, peneliti Indikator Politik Indonesia, lembaga survei, Bawono Kumoro, mengajak sedikit menengok ke belakang. Saat memutuskan maju dalam kontestasi pemilihan presiden (pilpres) 2024, Prabowo, bersama pasangannya, Gibran Rakabuming Raka, telah menjanjikan bahwa kalau mereka menang masyarakat bakal disediakan makan gratis. Bawono menilai janji makan gratis merupakan ""program utama"" Prabowo-Gibran yang sangat ""dikedepankan serta diandalkan,"" di samping menjadi pembeda dari dua calon lainnya (Anies Baswedan-Muhaimin Iskandar & Ganjar Pranowo-Mahfud MD). Ketika mengunci keunggulan di pilpres dan diangkat sebagai orang nomor satu di Indonesia, program MBG langsung dikerjakan. Karakter kebijakan ini, Bawono menuturkan, sungguh populis. Dengan kata lain, bisa menyenangkan banyak orang. Terlepas dari kritik terhadap penerapannya, yang tak jarang masif serta meluas, kebijakan MBG senantiasa dibela rezim. Bagi Prabowo, pembacaan atas MBG tidak sekadar untuk hari ini, melainkan tiga tahun ke depan—atau di sisa masa pemerintahannya. Kepala Badan Komunikasi (Bakom) Republik Indonesia, M. Qodari, menjelaskan program MBG tak dihentikan lantaran bagian dari janji kampanye Prabowo tatkala Pilpres 2024. Qodari mendefinisikannya sebagai ""kontrak politik."" ""Bahwa yang namanya MBG tidak bisa diminta langsung berhenti. Karena itu adalah visi dan kontrak politiknya Pak Prabowo. Presiden Prabowo dipilih karena program kerja yang dilaksanakan, [program tersebut] tidak bisa diberhentikan,"" papar Qodari melalui keterangan Bakom, Rabu (17/06). Menurut Bawono, MBG menawarkan ""insentif elektoral."" Meski targetnya ialah anak-anak yang belum diberi hak pilih pada 2029 nanti sebab secara usia masih kurang dari ketentuan, tapi ""mereka mempunyai orangtua,"" tambah Bawono. Reaksi orangtua, Bawono melanjutkan, akan senang jika anak-anak mereka diperlakukan secara baik oleh pemerintah lewat kebijakannya. ""Dan orangtua yang senang itu bisa bertransformasi menjadi dukungan terhadap pemerintahan ini, atau dalam skala yang lebih kecil yaitu Presiden Prabowo di pemilihan umum mendatang,"" kata Bawono dalam wawancara dengan BBC News Indonesia, Kamis (18/06). "" Nah , karena itu bisa dimengerti kenapa Presiden Prabowo kemudian sangat ngotot . Bagaimanapun, program ini enggak bisa berhenti, harus berjalan."" Hasil jajak pendapat yang dihimpun Indikator Politik Indonesia menunjukkan tingkat kepuasan ( approval rating ) masyarakat kepada Prabowo pada 2026 ini mencapai 79,9%. Survei ditempuh sepanjang 15 hingga 21 Januari menggunakan metode multistage random sampling ke 1.220 orang. Toleransi kesalahan ( margin of error ) kurang lebih 2,9%. Faktor kepuasan kepada Prabowo disumbang beberapa faktor, di antaranya pemberantasan korupsi, pembagian bantuan, kepemimpinan yang tegas, sampai kehadiran program makan bergizi gratis. Persentase untuk alasan puas karena MBG mencapai 8,4%, naik 0,4% dari survei sebelumnya kala merespons setahun kekuasaan Prabowo. Jika dimampatkan hanya mengulik MBG, angka kepuasan terhadap program ini menyentuh 72,8%. Di kelompok yang ada anggota keluarganya menerima MBG, kepuasannya bertambah menjadi 80,4%. Sekitar 60% warga lebih setuju MBG diberikan kepada seluruh anak di Indonesia. Yang menarik, persentase mereka yang cukup atau sangat percaya pelaksanaan MBG tidak dikorupsi hanya 33,8%. Sedangkan 61,7% kurang atau tidak percaya sama sekali. Dosen ilmu politik di Universitas Islam Internasional Indonesia, Djayadi Hanan, mengutarakan tanggapan masyarakat kepada MBG mulanya sangat tinggi. Jajak pendapat yang dilakukan Lembaga Survei Indonesia (LSI) pada periode 20 sampai 28 Januari 2025, misalnya, menemukan 91% masyarakat mendapatkan informasi ihwal MBG. Sementara 89,6% menyatakan persetujuannya untuk MBG. Data itu, Djayadi bilang, merepresentasikan baik popularitas maupun dukungan masyarakat dalam program MBG terpantau menjanjikan. Namun, seiring waktu, pergolakan ke MBG semakin membuncah, dipicu serangkaian persoalan mulai dari keracunan massal, konflik kepentingan, sampai korupsi. ""Maka kemudian popularitas program ini tetap tinggi, tapi saya menduga dukungannya berkurang. Terus menurun,"" sebut Djayadi kepada BBC News Indonesia, Kamis (18/06). Di sini, Djayadi melanjutkan, masyarakat terbelah. Penolakan terhadap MBG yang sebelumnya tak masif, perlahan terakumulasi. Mereka membawa argumen seperti alokasi anggaran yang akan lebih baik kalau diperuntukkan bagi keperluan mendesak lainnya. ""Tapi, dukungannya [ke MBG] juga masih ada,"" tambahnya. Dengan tetap menjalankan MBG, Djayadi melihat pemerintah hendak mengeruk kesempatan untuk menjaga kepuasan publik mengingat sifat kebijakannya yang populis. Sekali pemerintah berhasil membuktikan bahwa mereka kompeten mengatasi permasalahan, dukungan dari masyarakat dipastikan mengalir. Sejarah mencatat kebijakan populis kerap menguntungkan penguasa, terang Djayadi. Di era kepemimpinan Susilo Bambang Yudhoyono (2004-2014), masyarakat memperoleh bantuan langsung tunai (BLT). Bergeser ke periode Joko Widodo (2014-2024), wajah program populis terpampang dengan deretan akses layanan sosial dan proyek-proyek infrastruktur. Prabowo diperkirakan tengah membangun peluang untuk mengikuti para pendahulunya. Kalau digarap dengan serius, kebijakan populis ""cepat mendongkrak popularitas serta kepuasan kepada presiden,"" sebut Djayadi. Sebaliknya, apabila penerapannya kacau maka lekas menurunkan kepercayaan publik. Kiwari, situasi seperti itu dihadapi program makan bergizi gratis. Djayadi menegaskan MBG bisa menjadi ""pisau bermata dua"" untuk Prabowo. ""Kalau orang kecewa, pengaruh negatifnya tinggi juga. Ini pertaruhan bagi presiden,"" imbuhnya. Terpisah dari perkara dukungan politik, pemerintah, Djayadi menggarisbawahi, sebaiknya tidak menutup telinga atas kritik atau keluhan yang dialamatkan ke MBG. Mereka yang mempertanyakan MBG bukan lagi semata kelompok terdidik, melainkan masyarakat di akar rumput. Dengan kondisi perekonomian yang tidak stabil akibat dinamika geopolitik, harga bahan-bahan pokok yang melambung, sampai tidak memadainya lapangan pekerjaan, masyarakat sedang mengalami kesusahan. Sementara di ruang yang tak jauh dari kenyataan itu, Djayadi berucap, program MBG menyedot uang negara dalam skala besar. ""Kalau pemerintah tidak mau berefleksi, masyarakat akan terus protes, terus marah, karena kebijakan MBG ini. Program MBG berkaitan dengan situasi hidup masyarakat,"" tandasnya. ""Tidak ada alasan bagi pemerintah untuk tidak mendengarkan suara masyarakat.""",2130,https://www.bbc.com/indonesia/articles/cx24jdgm23ro,https://ichef.bbci.co.uk/news/1024/branded_indonesia/883c/live/7406cba0-6d36-11f1-b4b2-ad969f26eb34.jpg,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.bbc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,berhasil,2026-06-23 07:37:15
4,"Aksi Siswa Dukung MBG di Batam Tuai Sorotan, Pakar: Jangan Jadikan Anak Instrumen",Universitas Muhammadiyah Surabaya,"06/23/2026, 04:36 AM, +0000 UTC",,"Ratusan siswa Sekolah Dasar (SD) dan Sekolah Menengah Pertama (SMP) di Kota Batam, Kepulauan Riau, mengikuti pawai dukungan terhadap Program Makan Bergizi Gratis (MBG), Minggu (21/6/2026). Kegiatan yang diinisiasi Dinas Pendidikan Kota Batam itu digelar di tengah munculnya berbagai kritik dan desakan dari sejumlah kelompok masyarakat agar program MBG dihentikan. Para peserta yang didominasi pelajar tampak mengenakan atribut sekolah masing-masing. Menanggapi hal tersebut, Direktur Pusat Studi Anti Korupsi dan Demokrasi (PUSAD) Universitas Muhammadiyah Surabaya (Umsura), Samsul Arifin, menilai perlu ada pembedaan tegas antara hak anak untuk berekspresi dan pelibatan anak dalam aktivitas yang sarat kepentingan politik atau dukungan terhadap kebijakan pemerintah. “Anak memang memiliki hak untuk menyampaikan pendapat, tetapi negara juga memiliki kewajiban konstitusional dan moral untuk memastikan bahwa anak tidak dijadikan instrumen demi kepentingan pihak tertentu,” ujar Ari, Selasa (23/6/2026). Menurut Ari, persoalannya bukan semata-mata soal kehadiran anak dalam sebuah aksi, melainkan apakah keterlibatan tersebut dilakukan secara sadar, sukarela, dan sesuai dengan tingkat pemahaman mereka, atau justru merupakan bentuk mobilisasi oleh orang dewasa. “Prinsip perlindungan anak sebagaimana diatur dalam Undang-Undang Nomor 35 Tahun 2014 tentang Perlindungan Anak mengharuskan setiap tindakan yang melibatkan anak menempatkan kepentingan terbaik bagi anak sebagai pertimbangan utama,” tegas dosen Fakultas Hukum Umsura tersebut. Ia mengingatkan, ketika anak-anak mulai dilibatkan untuk membangun citra atau legitimasi atas suatu program pemerintah, maka batas antara partisipasi dan eksploitasi menjadi sangat tipis. “Negara semestinya menjadi pihak yang paling depan melindungi anak dari berbagai bentuk pemanfaatan, bukan justru membuka ruang yang dapat menimbulkan persepsi sebaliknya,” katanya. Ari juga mempertanyakan logika aksi demonstrasi yang mendukung Program Makan Bergizi Gratis. Menurut dia, secara prinsip demonstrasi merupakan sarana untuk menyampaikan tuntutan kepada pihak yang memegang kekuasaan agar melakukan perubahan atau mengambil tindakan tertentu. “Jika para demonstran mendukung kelanjutan program tersebut dan pemerintah pun memiliki tujuan yang sama, maka pertanyaan yang wajar diajukan adalah: siapa sebenarnya sasaran demonstrasi itu, dan tuntutan konkret apa yang ingin disampaikan?” ujarnya. Ia menilai, bila anak-anak dan pemerintah sama-sama menghendaki program MBG tetap berjalan, maka aksi dukungan semacam itu justru menimbulkan pertanyaan mengenai urgensi dan arah pesan yang hendak disampaikan. “Dalam negara demokrasi, legitimasi sebuah kebijakan publik seharusnya dibangun melalui pelaksanaan yang transparan, evaluasi yang objektif, serta penerimaan masyarakat yang tumbuh secara alami,” jelasnya. Menurut Ari, dukungan terhadap suatu program akan jauh lebih bermakna apabila lahir dari manfaat nyata yang dirasakan publik, bukan dari mobilisasi simbolik yang berpotensi menimbulkan kontroversi, terlebih jika melibatkan anak-anak. “Dukungan terhadap suatu program akan lebih bermakna apabila lahir dari manfaat nyata yang dirasakan publik, bukan dari mobilisasi simbolik yang berpotensi menimbulkan kontroversi, terlebih jika melibatkan anak-anak,” pungkasnya. Pakar Hukum UMSurabaya: Lindas [ Baca Selengkapnya ] Kasus Perundungan Siswa SMPN d [ Baca Selengkapnya ] Dosen FAI; Begini Cara Membaya [ Baca Selengkapnya ] Bagaimana Hukum Belanja Menggu [ Baca Selengkapnya ] Buang Air Besar Normalnya Bera [ Baca Selengkapnya ] Hukum Meninggalkan Shalat Juma [ Baca Selengkapnya ]",473,https://www.um-surabaya.ac.id/article/aksi-siswa-dukung-mbg-di-batam-tuai-sorotan-pakar-jangan-jadikan-anak-instrumen,https://www.um-surabaya.ac.id/uploads/home/gambar_konten/foto_konten-aksi-siswa-dukung-mbg-di-batam-tuai-sorotan-pakar-jangan-jadikan-anak-instrumen-uswah-xlMsFc.webp,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.um-surabaya.ac.id&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,berhasil,2026-06-23 07:37:15
5,Zulhas Wajibkan Seluruh SPPG Beli Bahan Baku MBG dari Desa,Kemenko Pangan,"06/23/2026, 05:46 AM, +0000 UTC",,,0,https://www.kemenkopangan.go.id/detail-berita/zulhas-wajibkan-seluruh-sppg-beli-bahan-baku-mbg-dari-desa,https://www.kemenkopangan.go.id/assets/images/berita/x_d2fa08f1db9889e9533c6840a84aa49a.jpeg,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.kemenkopangan.go.id&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,error,2026-06-23 07:37:15
